label,probe_value,probe_value_hex,gudhi,ripser,dionysus,all_equal,critical_value,critical_value_hex
below_min,0.004882812499999999,0x1.3ffffffffffffp-8,0,0,0,True,,
after_0x1.4000000000000p-8,0.004882812500000001,0x1.4000000000001p-8,1,1,1,True,0.0048828125,0x1.4000000000000p-8
after_0x1.7000000000000p-6,0.022460937500000003,0x1.7000000000001p-6,2,2,2,True,0.0224609375,0x1.7000000000000p-6
after_0x1.8800000000000p-5,0.04785156250000001,0x1.8800000000001p-5,2,2,2,True,0.0478515625,0x1.8800000000000p-5
after_0x1.0000000000000p-4,0.06250000000000001,0x1.0000000000001p-4,2,2,2,True,0.0625,0x1.0000000000000p-4
after_0x1.0400000000000p-4,0.06347656250000001,0x1.0400000000001p-4,2,2,2,True,0.0634765625,0x1.0400000000000p-4
after_0x1.5c00000000000p-4,0.08496093750000001,0x1.5c00000000001p-4,2,2,2,True,0.0849609375,0x1.5c00000000000p-4
after_0x1.9400000000000p-4,0.09863281250000001,0x1.9400000000001p-4,2,2,2,True,0.0986328125,0x1.9400000000000p-4
after_0x1.3b00000000000p-1,0.6152343750000001,0x1.3b00000000001p-1,1,1,1,True,0.615234375,0x1.3b00000000000p-1
