case_id,benchmark_id,mode,coeff,maxdim,threshold_label,dimension,normalization_mode,library,interval_count,signature
square_patch_3x3__quantized__p3__h1__full,square_patch_3x3__quantized,quantized,3,1,full,1,raw_exact,dionysus,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h1__full,square_patch_3x3__quantized,quantized,3,1,full,1,drop_zero_length_intervals,gudhi,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h1__full,square_patch_3x3__quantized,quantized,3,1,full,1,drop_zero_length_intervals,ripser,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h1__full,square_patch_3x3__quantized,quantized,3,1,full,1,drop_zero_length_intervals,dionysus,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h1__full,square_patch_3x3__quantized,quantized,3,1,full,1,drop_zero_length_intervals_plus_float32_roundtrip,gudhi,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h1__full,square_patch_3x3__quantized,quantized,3,1,full,1,drop_zero_length_intervals_plus_float32_roundtrip,ripser,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h1__full,square_patch_3x3__quantized,quantized,3,1,full,1,drop_zero_length_intervals_plus_float32_roundtrip,dionysus,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h1__full,square_patch_3x3__quantized,quantized,3,1,full,1,threshold_truncation_harmonized,gudhi,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h1__full,square_patch_3x3__quantized,quantized,3,1,full,1,threshold_truncation_harmonized,ripser,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h1__full,square_patch_3x3__quantized,quantized,3,1,full,1,threshold_truncation_harmonized,dionysus,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,0,raw_exact,gudhi,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,0,raw_exact,ripser,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,0,raw_exact,dionysus,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,0,drop_zero_length_intervals,gudhi,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,0,drop_zero_length_intervals,ripser,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,0,drop_zero_length_intervals,dionysus,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,0,drop_zero_length_intervals_plus_float32_roundtrip,gudhi,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,0,drop_zero_length_intervals_plus_float32_roundtrip,ripser,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,0,drop_zero_length_intervals_plus_float32_roundtrip,dionysus,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,0,threshold_truncation_harmonized,gudhi,9,0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,0,threshold_truncation_harmonized,ripser,9,0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,0,threshold_truncation_harmonized,dionysus,9,0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,1,raw_exact,gudhi,4,0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,1,raw_exact,ripser,4,0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,1,raw_exact,dionysus,4,0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,1,drop_zero_length_intervals,gudhi,4,0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,1,drop_zero_length_intervals,ripser,4,0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,1,drop_zero_length_intervals,dionysus,4,0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,1,drop_zero_length_intervals_plus_float32_roundtrip,gudhi,4,0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,1,drop_zero_length_intervals_plus_float32_roundtrip,ripser,4,0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,1,drop_zero_length_intervals_plus_float32_roundtrip,dionysus,4,0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf::0x1.0000000000000p+0|inf
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,1,threshold_truncation_harmonized,gudhi,0,
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,1,threshold_truncation_harmonized,ripser,0,
square_patch_3x3__quantized__p3__h1__selected,square_patch_3x3__quantized,quantized,3,1,selected,1,threshold_truncation_harmonized,dionysus,0,
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,0,raw_exact,gudhi,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,0,raw_exact,ripser,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,0,raw_exact,dionysus,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,0,drop_zero_length_intervals,gudhi,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,0,drop_zero_length_intervals,ripser,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,0,drop_zero_length_intervals,dionysus,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,0,drop_zero_length_intervals_plus_float32_roundtrip,gudhi,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,0,drop_zero_length_intervals_plus_float32_roundtrip,ripser,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,0,drop_zero_length_intervals_plus_float32_roundtrip,dionysus,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,0,threshold_truncation_harmonized,gudhi,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,0,threshold_truncation_harmonized,ripser,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,0,threshold_truncation_harmonized,dionysus,9,0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|0x1.0000000000000p+0::0x0.0p+0|inf
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,1,raw_exact,gudhi,28,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+1|0x1.0000000000000p+1::0x1.0000000000000p+1|0x1.0000000000000p+1::0x1.0000000000000p+1|0x1.0000000000000p+1::0x1.0000000000000p+1|0x1.0000000000000p+1::0x1.0000000000000p+1|0x1.0000000000000p+1::0x1.0000000000000p+1|0x1.0000000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.6a00000000000p+0|0x1.6a00000000000p+0::0x1.6a00000000000p+0|0x1.6a00000000000p+0::0x1.6a00000000000p+0|0x1.6a00000000000p+0::0x1.6a00000000000p+0|0x1.6a00000000000p+0::0x1.6a00000000000p+0|0x1.6a00000000000p+0::0x1.6a00000000000p+0|0x1.6a00000000000p+0::0x1.6a00000000000p+0|0x1.6a00000000000p+0::0x1.6a00000000000p+0|0x1.6a00000000000p+0::0x1.6a00000000000p+1|0x1.6a00000000000p+1::0x1.6a00000000000p+1|0x1.6a00000000000p+1
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,1,raw_exact,ripser,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,1,raw_exact,dionysus,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,1,drop_zero_length_intervals,gudhi,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,1,drop_zero_length_intervals,ripser,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,1,drop_zero_length_intervals,dionysus,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,1,drop_zero_length_intervals_plus_float32_roundtrip,gudhi,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,1,drop_zero_length_intervals_plus_float32_roundtrip,ripser,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,1,drop_zero_length_intervals_plus_float32_roundtrip,dionysus,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,1,threshold_truncation_harmonized,gudhi,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,1,threshold_truncation_harmonized,ripser,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,1,threshold_truncation_harmonized,dionysus,4,0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0::0x1.0000000000000p+0|0x1.6a00000000000p+0
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,2,raw_exact,gudhi,56,0x1.0000000000000p+1|0x1.0000000000000p+1::0x1.0000000000000p+1|0x1.0000000000000p+1::0x1.0000000000000p+1|0x1.0000000000000p+1::0x1.0000000000000p+1|0x1.0000000000000p+1::0x1.0000000000000p+1|0x1.0000000000000p+1::0x1.0000000000000p+1|0x1.0000000000000p+1::0x1.0000000000000p+1|0x1.0000000000000p+1::0x1.0000000000000p+1|0x1.0000000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.1e40000000000p+1|0x1.1e40000000000p+1::0x1.6a00000000000p+0|0x1.6a00000000000p+0::0x1.6a00000000000p+0|0x1.6a00000000000p+0::0x1.6a00000000000p+0|0x1.6a00000000000p+0::0x1.6a00000000000p+0|0x1.6a00000000000p+0::0x1.6a00000000000p+1|0x1.6a00000000000p+1::0x1.6a00000000000p+1|0x1.6a00000000000p+1::0x1.6a00000000000p+1|0x1.6a00000000000p+1::0x1.6a00000000000p+1|0x1.6a00000000000p+1::0x1.6a00000000000p+1|0x1.6a00000000000p+1::0x1.6a00000000000p+1|0x1.6a00000000000p+1::0x1.6a00000000000p+1|0x1.6a00000000000p+1::0x1.6a00000000000p+1|0x1.6a00000000000p+1::0x1.6a00000000000p+1|0x1.6a00000000000p+1::0x1.6a00000000000p+1|0x1.6a00000000000p+1::0x1.6a00000000000p+1|0x1.6a00000000000p+1::0x1.6a00000000000p+1|0x1.6a00000000000p+1
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,2,raw_exact,ripser,0,
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,2,raw_exact,dionysus,0,
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,2,drop_zero_length_intervals,gudhi,0,
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,2,drop_zero_length_intervals,ripser,0,
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,2,drop_zero_length_intervals,dionysus,0,
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,quantized,3,2,full,2,drop_zero_length_intervals_plus_float32_roundtrip,gudhi,0,
