label,probe_value,probe_value_hex,gudhi,ripser,dionysus,all_equal,critical_value,critical_value_hex
below_min,0.004451302085757265,0x1.23b874e2089eep-8,0,1,1,False,,
after_0x1.23b874e2089efp-8,0.004451302085757267,0x1.23b874e2089f0p-8,1,1,1,True,0.004451302085757266,0x1.23b874e2089efp-8
after_0x1.74cc332458378p-6,0.0227537631448089,0x1.74cc332458379p-6,2,1,1,False,0.022753763144808897,0x1.74cc332458378p-6
after_0x1.861802f37f3c5p-5,0.047618871463761134,0x1.861802f37f3c6p-5,2,2,2,True,0.04761887146376113,0x1.861802f37f3c5p-5
after_0x1.01c220a0af740p-4,0.06292927498995217,0x1.01c220a0af741p-4,2,2,2,True,0.06292927498995216,0x1.01c220a0af740p-4
after_0x1.02d9cc0bf87e3p-4,0.06319598871007731,0x1.02d9cc0bf87e4p-4,2,2,2,True,0.0631959887100773,0x1.02d9cc0bf87e3p-4
after_0x1.5ac2850477886p-4,0.08465816459599483,0x1.5ac2850477887p-4,2,2,2,True,0.08465816459599482,0x1.5ac2850477886p-4
after_0x1.9504664e3fbb4p-4,0.09888114894054818,0x1.9504664e3fbb5p-4,2,2,2,True,0.09888114894054817,0x1.9504664e3fbb4p-4
after_0x1.3b24524df5529p-1,0.6155114860691004,0x1.3b24524df552ap-1,1,1,1,True,0.6155114860691003,0x1.3b24524df5529p-1
