case_id,benchmark_id,family,mode,coeff,maxdim,threshold_label,library,dimension,interval_index,birth,death,birth_hex,death_hex
tfim_obc_n4_g0p50__quantized__p2__h2__selected,tfim_obc_n4_g0p50__quantized,A,quantized,2,2,selected,gudhi,0,0,0.0,1.2265625,0x0.0p+0,0x1.3a00000000000p+0
tfim_obc_n4_g0p50__quantized__p2__h2__selected,tfim_obc_n4_g0p50__quantized,A,quantized,2,2,selected,gudhi,0,1,0.0,1.2431640625,0x0.0p+0,0x1.3e40000000000p+0
tfim_obc_n4_g0p50__quantized__p2__h2__selected,tfim_obc_n4_g0p50__quantized,A,quantized,2,2,selected,gudhi,0,2,0.0,1.2431640625,0x0.0p+0,0x1.3e40000000000p+0
tfim_obc_n4_g0p50__quantized__p2__h2__selected,tfim_obc_n4_g0p50__quantized,A,quantized,2,2,selected,gudhi,0,3,0.0,inf,0x0.0p+0,inf
tfim_obc_n4_g0p50__quantized__p2__h2__selected,tfim_obc_n4_g0p50__quantized,A,quantized,2,2,selected,ripser,0,0,0.0,1.2265625,0x0.0p+0,0x1.3a00000000000p+0
tfim_obc_n4_g0p50__quantized__p2__h2__selected,tfim_obc_n4_g0p50__quantized,A,quantized,2,2,selected,ripser,0,1,0.0,1.2431640625,0x0.0p+0,0x1.3e40000000000p+0
tfim_obc_n4_g0p50__quantized__p2__h2__selected,tfim_obc_n4_g0p50__quantized,A,quantized,2,2,selected,ripser,0,2,0.0,1.2431640625,0x0.0p+0,0x1.3e40000000000p+0
tfim_obc_n4_g0p50__quantized__p2__h2__selected,tfim_obc_n4_g0p50__quantized,A,quantized,2,2,selected,ripser,0,3,0.0,inf,0x0.0p+0,inf
tfim_obc_n4_g0p50__quantized__p2__h2__selected,tfim_obc_n4_g0p50__quantized,A,quantized,2,2,selected,dionysus,0,0,0.0,1.2265625,0x0.0p+0,0x1.3a00000000000p+0
tfim_obc_n4_g0p50__quantized__p2__h2__selected,tfim_obc_n4_g0p50__quantized,A,quantized,2,2,selected,dionysus,0,1,0.0,1.2431640625,0x0.0p+0,0x1.3e40000000000p+0
tfim_obc_n4_g0p50__quantized__p2__h2__selected,tfim_obc_n4_g0p50__quantized,A,quantized,2,2,selected,dionysus,0,2,0.0,1.2431640625,0x0.0p+0,0x1.3e40000000000p+0
tfim_obc_n4_g0p50__quantized__p2__h2__selected,tfim_obc_n4_g0p50__quantized,A,quantized,2,2,selected,dionysus,0,3,0.0,inf,0x0.0p+0,inf
